Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"SVn/SzeSA+VYElZbaTqrYQEkeCVGYRaLCLTQAyZ","NKSETTLMmFvy+DekMdrQynTAjmSU+/hvNkoP+Uv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","M/RQWfdTDwVZfJiPVXRHjVRUEmlRqYtqYBfUUwZ","1-0:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"BL+kXGVIOHSneMLWrZ/hdJgNNTuu+EQQaoY/gkd","muBXZZGMFZDK/QWffUd/IqbiWCoMMNgnSQXOioe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","hXRFcJPLSGcagVYPc/gsYURnyXmBaRRLitBEPGx","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"kBXkkZWcRqREYecRzsrJZ/TEKrNFWZSeltdRWZA","wR+dSP+NjKMcCWxerIrVUmhsOTtYgNhmXDOZxEF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GTXTpIEeTFXBO+UFqXCjFy/wjMJXSSUlPJtZSli","1-1:1.8.0",2022-08-25T00:00:00,2022-09-09T00:00:00
"hSIHOLVRgtQiEBeRQBANpHLDtmSXvofyijTZYiw","okBkXDYVCQTUwXYdIepVToscQXHOrQCgNVXTIZX","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","lZqullkWqNupyRQalgIAiuhnGVXrjKLAAcL+BgS","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"QjbQbbWBlDjtfaMaVKppcRSqnnrYZvlyjLAUtcK","IlRbWPTzFWWUZWYVvccxXOSJYuKYSxxiyIILcJn","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","brAYVjIWmdgjYtToequUvamPoLAVskgQVFwPQDV","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"SlaSgNOzHzWqxXgYnSYdSekTDPMiGBZLJQMtETz","UqoILbSZQnZrAIeWNYgWuX/GWSZXdQlVuZSIuzu","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","LbWcXtQgRUpddGeXMYidIg/ZXRpoHxIYdsxPLRf","1-1:1.8.0",2022-08-25T00:00:00,2022-09-13T00:00:00
"scpWHcxsYWKKWVKSXnlwlRmJKQZtplgRDQWQNDs","PERA+VX/oUqqffnBCxWqvNiSMj/xnWGQVfNlJAP","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/YsDxmCiQFAGdi+QOlRF+OtXPCESfNQmyMnXtDT","1-0:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"NyaTNhfYSfawDXnXVlWVnScFnmEVrmZjTISJtyV","dKYGZfpRpuWQhbMYAxwNZMgREV+SPh/pvQXKIUs","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","oyKqn/gvfCyoARymZEolMSjWxkNfwdZBTxSEQVS","1-0:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"UCONQBRmDbuUTwlyVpCqkZrKYXSrpkCqDI+uDdj","RciQGSOqaTuWeHRXGBUjVSWMcaPTYjAQsgrQhrK","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RBMBRnPqOyGSHRDBMWiW+UZQpbQgJjJSQPesgSM","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"nQaROFIZYVymaISxVIYrnsBdMxfj/zl+WGhZrWH","aPWazWGOg+yFJQRStyudacHnvVCENRJLqKDnzWm","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TbqSPTStlOWoWxIWhYZwKiBjC+KhzQNbInRIELw","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"VZVwIaulLRXzYL/VPKXRWOA/iSeZKDDLIKQGKmn","prcEDvGqcyEXGtZWORkfBjadXeeTSNiScKtnFyZ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","rWnXXwCDQSREpNQqXkSHsEiaTdy/YvDzWEDQZPr","1-1:1.8.0",2022-08-25T00:00:00,2023-11-13T00:00:00
"'+mzzZiPYGohcRZcecJziQTVjvmXCYNpZFjPmGTY","QlUJImDXBVGrMGGrUzSmKcRS+XYaVVWQfTmFbyK","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XoISQgHUHVZF+mCyiVBg++qf/QYPzjSXPWfzgLd","1-1:1.8.0",2022-08-25T00:00:00,2022-09-12T00:00:00
"O/KVeYxaQhUiZxieAUXThDjTEZtDeDd/uKmYnyT","IYGcelUIGKaleY/EAZ/BfRUt/jLc+La+dZqpVZS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rWAfhQUQAZYIBGqYjTAVRcsvaZorRzdXRasQSRk","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"uqgxDRuJlknJQbqjDHbrhwqCgYfuegYzYEbJGKX","BWWfLlEiHoyUXYzcbbXTRrimAZDGQprVnfNnX+S","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","lkWSaoROevYIMV/QSAUvYRdZRpTXMQHTlQRZmuX","1-1:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"zKQVoyLQlVZRFpZUTPRwq+SFWoXIX/W/G/FpKYE","sjliESHxditsf+lOXIxtXWryfSWWnkSjVsqCFWC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","znXQBQOPneTxmspxX/CvPUXCdXCsKPStZrAqQlY","1-1:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"KufbERsW+gYQY/iDkMkMT/Q+RBuuNkElRaBKtiO","QfT+qAehWINPoXMfWLbsn/jtbacVQYWGE/SNL/Q","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UqlLNgcGjJjXCUsTEMXLdnFxbESnfrQAQX/cuJm","1-0:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"jR/WNQpX/EpPyZPTUzhjHWBzQGpSDQV+t/kTSuJ","WGUNmAKYOQNYTLpvVujtIXXWzRnTTxmX/scqXBY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","BnvKiB+SvmpziOFOGbUULkoeLRMlXQCiLSVaNtD","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"QOTPwxPsXnIXcXmXkgfvaedhhEPLVJRZjmsQyEV","ncUVTImWRRGZewQdjNoIwtRnpPYQGiuQZe/YA/W","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","EGXhY+fYjLaTfmZ/ZVizPqSbWbCxNTQRnCLZxKS","1-1:1.8.0",2022-08-25T00:00:00,2022-08-30T00:00:00
"M+VOwwwyzPHuQpqpSlpPSgFLkWjYXzrZwFWxkSJ","QVXpY/aPhUgNuOVqmGLDqHsxOARkdGUoR+YHTqZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mlBaMecnZYl/rthsWRBuRAViF/f+vXthzaBuTKr","1-1:1.8.0",2022-08-25T00:00:00,2022-09-12T00:00:00
"QTRHloTECGxXdiVVKnCxVsJRbLTmuqwGQcUhmgj","'+PWHXYWjETuvIyB/DaBWVTAtJMCgRWlQzU+SSSU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","RNhVdeOERiVUWhM/QWUeKUBXUDAZIwMUWfSvmWM","1-1:1.8.0",2022-08-25T00:00:00,2022-12-16T00:00:00
"fXQXmKicFE+RYVl/kSRYfmTxXpzDwVtWZsSGjtZ","KM/XXe+MkUmF/IQaPwkuSpizsoJbnTtnQrhyXPQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QSWVkfEZjdUu+XBRWdmJYHJxgczXWzGvGKUL/RW","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"oMvOkIjzNWdlXmVbWTYXuLlQyiqBJiNfTxefPRj","DPNjQL/iXLLTLXZWRQCnvQuxQX/saEFcNUYBMJU","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","pSXRuxBQ/ioKeVTZPYVjSlRQgDShhgDd/ayeXZS","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"ZVJtVuSvyZwqHeSyUWWFgpWYqoAo+SnSbrfoNVU","VVgUEniUudx/XiSoKwQYqgTbIXLSjPNsQuVEQZY","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nQmYWSdqdTxDoiPmRc+umcSXVOVUexRaNtbausi","1-1:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"LQajqsYx+EYtHBvSLrMWVbPFuZzccoXyXlmTJxQ","ulWHbpZVSgfIpqqTZLsFdmRWwRYC/OXwdeKOhLG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qtZFITRHXYrSniXXpcZSdGaQybUMYWQYoORZT+j","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"kGRUqopupiwTztssKzWTDxvWEmTVlUYKLzV/PTG","tMNFVOnMBVWrNyhfSnGuBZVOQhwRzWmMpqBGYdA","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","CSRqbXhSZYFJjA+EfFaIMROZM/lSXI+Dam+CIfY","1-0:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"WbwA+/iuTTRwcIkmMShUVBwQXKjJeJcdjSSVOgH","uGfRYMPrTKWnBraLw/lvCTEAZZWgQjMUfeYQT+R","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","uAtXNYvUynIjuHxX/UjlYYXWOzWuvOZXVseSVuT","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"RuFUsRMVVZVbSCFRkDEYIZwbYyVI/FIYSRLQURP","qXngUkHKEddRrRbjYxRWSKQkNUzPrjWMlYwxwAk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/qbtUvTEGgiwsrDNbadWnSepfiXZaRytASgUFRs","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"TEymQIriZIZfuNTbJytMZYRQHJqgxrcDaSuKqp+","nKBsWDVsSJSUP+YRrvJZbwfVgYfO/atTJYl+MQk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QwZjVzIMIkXmYZgKXlqjtK/wQVCuWZzyTfFGVYD","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"pQKtuurXdvSQMPIpwgDPaWBzWoYNhwRjTOUSYVU","kfWQYhIJJYjPQIvNOtziRFdfXieh+DiCUyXCWQZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","SPEMJvjVUKGzRjXscFDSH/KWnHHTFDLXRvilxZP","1-1:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"AJLxYiVjTFd+ZTxEYURDudanYJgDRzIAKTKzisQ","aFRDyEYhyTOnPTvXBZmRBZYW+HGCUHKZXSUAKVR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EJ+PSVSyDdRWVUPfHLQWrbhUqYIZYEsUCNavUZf","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"P/u/vQD+viptVwGfKdt+MehGYPLZjafsuSLERnT","gCmUZULOBWKCgZkxVqFUAOqOWNTWOgZsVUZSfTE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MUTTxUIdIWZcVd+euTRxpXmCtivaTwYzuLLbQaD","1-1:1.8.0",2022-08-25T00:00:00,2022-09-09T00:00:00
"IBssnyIDOLwygqZuQmcZKgZLLSCMji/GXgQCTaw","mjSbzchWwQFCNBmUxtSmVac/GpnTsWwLgTsVsiD","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","taNOEkNgJpZWimAGvtrxKYtALtVgwSSANWS+OXw","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"tWbYpNwiYRSkvhJfYKWoUZtvmrTxVIbKFLYZRtU","E+YXCgVcVFOwwyhVjWIULWbetvwFsZTk/TWDXZS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vXvgAvaifXKJyAfMJqUI/JhRSm/ftQfIChVTWXN","1-1:1.8.0",2022-08-25T00:00:00,2022-09-07T00:00:00
"jeYXAEaVCNHtIU+Aj/hLGkEZTnySEDhIqKnwyJA","PwcIkeTTg/VkzdLrmgUptndVQZ+AnQigbwIBxrB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","fVlbsQEflpSHXPeGNAZCrSByiKLrZzbHQrgUeOY","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"SiQljrtmjVdfSwjYub+EHj+VeEreevNDZvHPTBX","pvSHBMthXpuRUfXZjqYyweuYzZ+Ph+xciQiHsHX","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","eXRbRWLo+OhkJuWpVQjJtcGKYpkrcqZIllfTVYi","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"cWLXWmEkhmS/dspvllvfXR+fdsEusGrxUahVvPL","ZHURhoXdr/fYobyfXVqODWX/mhSfdVFgvZRWxyE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZIJTYVWPYzbCkpnQXxymng/OsmkmVkRqlzCyhzd","1-1:1.8.0",2022-08-25T00:00:00,2022-09-01T00:00:00
"d/auib/AhQASXnnXyVQEQWYk/VuxelbQrWPnIeN","DSOxHOeSzgdvyLmIvFVxYMYSDA/aEADYRBbmHZW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","psJYOmU+TzHWBMbYleVDQkSfQQKwPMtSXsNiXOU","1-0:1.8.0",2022-08-25T00:00:00,2022-09-09T00:00:00
"KciZoKmatzXXtyXDpXSyydVXMQXFktFXfCdXbhY","xzZXGQLNJMYVvdSSlMFMmy/QYUaHTnntlwUYWvS","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YAILKZTGFH/GXPjgLYV/ITVKcPGmpsXZQTGEhNZ","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"ZGzFQZQBpMq/bLwLOJlvYtwZWzweojPToYeMNrl","XErWQYxMnMTtK/JtGhKZjDNUcJEcGlEtlZXSivF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","VNTEXSW+wSoJZgcUWhYzSQcuKIRlARSOtqFDbSE","1-1:1.8.0",2022-08-25T00:00:00,2022-09-09T00:00:00
"wFRSGmTjTvYC/ebjWVi+BMXRWOZXXH/SNV+BlTk","ZFMlipmkRZkVgWfxzBwWBYtvWAWQRFjdOGOJg+Y","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","PWtHeoleyWhzqBGMZRCKTShiEeuOTuPKTLjpcVT","1-1:1.8.1",2022-08-25T00:00:00,2022-09-13T00:00:00
"QVcSoYWJsQuSrCq/oYbq+LYXkoSSZHNUfOQyfpl","WuQFSHJznRtmuQyFADteIPTBHpcQhaZjCswTWvi","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","swfbXVzCiAVGznQWhzVygpxUhScnyEAQXaWzpvN","1-1:1.8.0",2022-08-25T00:00:00,2023-09-12T00:00:00
"YSToSwmTOwngbvqgELF+qPWGTO/owTyYKhyzFiE","rXToDFzTiZrNfGRwWPNZYclqnG+DFTRkNRsSSVf","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","LnotaWLWYQmRAdcdWhOYSJGbrOYjdeawhlWTTwK","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"PRatoUCLMoZYRqaS+BzvOUlPG+jYbWYCmYXGFIt","SXXfPXJaYSPkTsQoLUSRajoWiUTZPrWnSlNpgea","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","khHZRcsahzYGSLcXQSUHYUe+IfZSn+Q+FTMVYyV","1-1:1.8.0",2022-08-25T00:00:00,2022-10-10T00:00:00
"ttRQqWIVhSXQeWjspBZSwXVpwxVcSJbSYieUXXd","RXEJQKoLSXVO+zFWlfBJrOmfEfG/+EVIdfMBV/Y","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","DVXSXUbk/kwPUGTMZNlmZYeqttFOTZjfJWSAFWS","1-0:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"JRGianYUHVeZThdYLwlDZhXYM+fuZrDTSSWWDaF","MRayVJQqvVRDWVTSMePamQVejcQZP/YYfVCalqW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZopgyLMOSXsGnoZ/YFm+RArTbHmYekwGJTYDDeF","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"iMeeQzfsWsbkmldyYQbOMUgyShhZfpOXSA/uFXM","RRSHBVxLhArQBHYaZsLnepxDOOdPfxjuQZoRQzR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","USlvSPSnSYTABtcepyp+SFCZJvsWAIjRQPXiuwV","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"/hEmqGYZbyyT/cYcQ/soUCPTixOOBfWEQZYUPoK","RVqUHjZNXSFKYZTCrZmkYSvnVQDsvQbVpbcmtSB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","miLKBSxMwRdeFPOqrBjXAmyWW/WYjDpLVQrBR/T","1-0:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"WnwCYMjOViVQ+wNqiYhi/CDWRZScKSVrZXANrqe","ZOKLgAuvGKWyZVmmZYqrZXRVxtEpAANrfWCWGrs","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","SblpbCXePQcwfkZJC/KmbBVzVBiqDirogUrBWKU","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"UWEwwfcSgHcsIXCesxFTqEzXvlBKVyicVXOsjtW","NDSFyXVPNnblXoQmQRUeySUtlWZeXjrnYeeGzGx","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","IdjnN+XZ+mQVcfbSOsyWYTMeASeDoSXZAMVkbHY","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"FTLfzKjLKUydcHbhNVdSwNMlkRCBgViBK+aZVpV","WveniHahWhXgBUYmkRZmRsmWuXtqtZLsjaFAZZD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ie/fXRhVTiebxILfSXOZJyeF/jctTDeLdUzHRej","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"QhFRXwTVCrWGxNalSsSYBuUelfRkVVVSAbU/HUV","LNSUFMaWZIYPxxNaQZ+DDERERZUzmeYv+TEUZzX","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","mUspVUOzQHFTGbWsUTXYxsMRyDyODthWNwR/Qzn","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"YfzGwMgEkCSsGmRDZdTjzbYQoQIEdeLyUTEWmWA","fNmBSVvoavvPfeeVGVGOTtjpgBxpscToQkqzVIj","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","MioljkUXKPjRujuRVFoBqzQzXxYpaBSSCNXg/PZ","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"UZgxsDXvxjY/dnTQiyLgTRFilw/nsVEjGKbKsx/","ouWuXkTlJwMBXibUWJEwczwUYwlbxvuPyEyftPk","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","MYUeYQ+rwyYjuBAObZfKBJWqyLucyMabcAMxcqW","1-0:1.8.0",2022-08-25T00:00:00,2023-03-16T00:00:00
"Y/VxpwTeReSBYgWqMnpGIZtQepmUSdcygfcJZSh","TjSVDuolgpTAl+HwWVdfPSSqxnSRK/iYi/WcgJO","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","WcZWne/ouNazUoIwjh+MXoUK+YZrQINSPeXJGXn","1-1:1.8.0",2022-08-25T00:00:00,2023-09-12T00:00:00
"jhxEsxmeWlQFoIlGSyLtvWafSHKScOWlQXlRokw","vYmSSTSaYWSQlZjZWXgORpvMUjKDzjlv+xQRXTG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZdIRErcOicaUYTwzRYLpsqXovp/NFirYdDuRU+O","1-1:1.8.2",2022-08-25T00:00:00,2022-09-09T00:00:00
"vQSuTQxgVQGrFxAkSSaBLwKkvdHKDrmdZGhBXSP","QFiZndwBlTVhpBhxzV/aZSIQjpOSpIDcltZiETS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gSvoQbaKcTQpVoauULZ+RASvmosBV/kJQYDVjme","1-0:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"AgxfVXGTexPayeaSirZzxpagXFrEiirr/lHAXQh","BywLLhNhFwVGQiUslqcFSdIEbvRV+aB+YMcDUaH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","'+ked/TGweetyDyXtYNKBqchfJXy+rmSsedjNl+e","1-1:1.8.0",2022-08-25T00:00:00,2022-09-06T00:00:00
"uiVktyA+pb/ACHwvgBQRQRXADUbLZgGuIGUuFnL","GDXBEVLpPUcXzPWYAUXIkmfvKIINRldZTUCSWtd","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","grKKoxHZHBcjoLXQfXDMlXWdYIz+ZDPUPVMzMkb","1-1:1.8.0",2022-08-25T00:00:00,2022-09-08T00:00:00
"wasrJVWrArhyByd+DqzSTXYCjPHKIaJIecBSViU","lNRGsVfuWOMBwLIIuSrlVwoapeUYYWPItRFotwH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SjEVymSlrFqk++oeVchyZZshEiNuVgymPMjWuzO","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
"tsqiOZLngcwOqgrf/zWxfnWHZUlOtHYkAXUVwUf","YdJUVWbiFLZkgxHIcRZSucnyvgUQRAoC+qZYTnR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","np+aQIA/N+HuSOWO+ivdqSYsfGeYxCWjCrVVNMs","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"'+TAWcRlgtHGWexQfXLVpVIBZ/IwVTKJynTVAbWW","DglstImnbRSMV+MRxtCaTmJPUKxSyolXdIUsgCL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZzfepEbuPTTJEWVOwcabINXTWKENvXbUkaQQAwR","1-0:1.8.0",2022-08-25T00:00:00,2022-09-07T00:00:00
"fXY+nSoZFQcjecBtUF++eUDZfmYmBtuofcPLDuk","HBYQfGWdolrEZhUPzotHrQmTyVkHSkXxu+ozoTW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WsfDFNXQXvWeRCzkKKaaJRmZYZJGCNzSmUtTZek","1-1:1.8.2",2022-08-25T00:00:00,2022-09-02T00:00:00
"nz+dRHQTSsEgUINModgaXiNVwXrTEIOyrWuajfU","kOajvt/vXHbVYLBeMsHUUEMGFYvEZDTzsxnmJYv","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VVARWkjxyTmvifRcsXLOz+KVWrFJZEbIBYRAbET","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"PMWvTcVVczUXauXOuvI/RPXZaBpTWTqYQOBWQWU","vQzUFFpTjJQqpTJXBFQLjxuOmRsN+oLTUFZQNse","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","zdaIkByxGZQmNtqLTznBdXmjXVHwERzXDIpmXRT","1-0:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"kJdIYWxXXUzvuHKwhWLnZRrTCQRYJvDp+YncXUF","VQXGKSdgjTVBuZTsmXxNXzNhNeiUjWQiJmVUjiZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","rmtQtXmrDOyCLKz/UoLgFujXoSoQCvqQujYGUIj","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"fyQIlFAVPrJpRjdtfUqKPZRVvJkqJKRYWitBUSx","Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","/hncMZRYkZrWoVjZpdmHzhcisVcxbWNaZLMjJaQ","1-1:1.8.1",2022-08-25T00:00:00,2022-09-02T00:00:00
"uqXaQYxmoLCXJZWXsTnVWIRSAbonHWUjZVTUTKv","Xn/xSDVjZOEiiiXuoVFWzdXQYouFWVDEEuPuBVC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","DFYdxRToMzYVSgnGpVdoL/HIgiOSZmNdhe//WWL","1-1:1.8.2",2022-08-25T00:00:00,2022-09-02T00:00:00
"eWbBdqYGxTSTbXtDqRVnetBUWwrQBojVHQACZqV","Z+aVRyVPxBjyJjZdpuqALXMjVoMLZxvbSXpbYwr","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yfwWXpZDCSEYiPuNqhXOoMrMZmBIUHXKScvcgZO","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"nkEWiFTdLVcIDRWErPimlWdYFKrcVQRSqEbo+VD","dnXMNxFJvR/BoQDJuQJbzgcTPgbrqzAQFnIKLTb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","EYhqABWPQNbVmAZTOlUReuYDXYemGZRkdvNOtZc","1-1:1.8.1",2022-08-25T00:00:00,2022-09-02T00:00:00
"saeVUSbAIcldIVoKWPVOVKrZPMPsZX/GgZZHNcY","ZbEY/RxgSiCFCgYpXulXmgriAEDghJISOdigY+S","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wrFfV+LYBGBUpshzbARSR/lSVnGUgSezbCYUJeu","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"HRWIezRJSEHlGWHKXvKqvcGARtZgVduuwZAPDiB","MigDiTijGqQQMw/EbZBSZVGt/UjjCEQCgWYOUPT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","reUlRTWTTnwQEqF+bbYUKkRSayjWymjfXkmrpUQ","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"WBVFDGQHNHHknLVKhMTbF+mYQDRVbXvYcRPopQe","dRsWBTPPUdVVFMrYlpqtXhcvus+EE/nYfsVghrV","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","VZgwoCQSuqZNQRuT+uRqhRIRtWdqfoV+jlRBVTV","1-1:1.8.0",2022-08-25T00:00:00,2022-09-19T00:00:00
"RDhvZGUWiYYrEbYPXRYWYhCAMItUsjvnBRZXsVE","XZsVnlYKUCIWRvYqNQcrZOTWmShnFdWheaVileY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","qDmHnTYErUNzxyTREQErkLefdxlVQuzQMZhqMkH","1-0:1.8.2",2022-08-25T00:00:00,2023-09-11T00:00:00
"VSTLaNGkj/ehuTupAvPcSNnWjSsNFfIicWMMUQj","NQeJQDiARIykpCWIAWVNnbbYQUZVdQfDqPIqrKM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","iswvhid/UbqFy+nnMVwtCSWsNwRubUSeRnYbnZH","1-1:1.8.0",2022-08-25T00:00:00,2022-09-02T00:00:00
"lXCCSHVvsfmjWK/TZmDvjpeThneKMvrUBaVZQQt","MibzKWYTQHmef+hSMXBu/jTSl+XBBIBHLGWCSgL","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","eZTWjWMVE+hLtFQcEiwqzZDKYcXYXVGdGkcrIDc","1-1:1.8.0",2022-08-25T00:00:00,2022-09-05T00:00:00
