Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"uMPUZgdmGQjWKnG/UkeCUzaakTPXfNrRMXSJFpB","JippalRxv+jNqTIutROcBwSDYUcmsTNTsDuWRkF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","PUTLBFfUGflxbMXLoZLQXDhEqmG/YXTWRO/mhwD","1-0:1.8.1",2021-09-15T00:00:00,2021-10-08T00:00:00
"ZWTThBRUOFmuxfVYtfpKbVOTcVAvdUCHZdXFVXu","NeUM/nqQiHZStOPXDlQMYmWLxyTbd/RseqgEYOB","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XKO/OSvYSlTWVDAf/THyPYXVU/TOwmBzGHSZOuM","1-0:1.8.2",2021-09-15T00:00:00,2022-12-13T00:00:00
"WbAh/pgbXrSGDRlXQExXmSlqfvgjhxsOqStHudK","UVRGBHsnFgmYqYrTqSmfMtsFkFXHgCWRvZFVVVL","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","nDvJSPcQfgkQtIPOryj+lZGLezkQUBklLvTYrKd","1-0:1.8.0",2021-09-15T00:00:00,2022-10-12T00:00:00
"MTnBMuMU+URgpEoMbLXhTKVKqKWWKgKMkodafXc","WGXRccDuemLXU/zpTZXdYBOBXBPqfESrIxVdWgh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YWfIYttCOcCsguWGErZYFRQkWiIlqictrkYjTfr","1-0:1.8.0",2021-09-13T00:00:00,2021-10-11T00:00:00
"urIoCpXHTtuwRnSSmzXXKBhVlK/TMCUzXSSYoym","vYtWZ+tZQwYsLDvkpHSBoGdQFaRrYBcYCWtZDhT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LMJzDIlNvSdVlWQLYUkGDRf+NYoXaAkGYjSpRVo","1-0:1.8.0",2021-12-06T00:00:00,
"LVAKKnIzMSR/keOWEVzvQZQlVHQUx+YvZQVSqeO","zSJlgTENlJlURlSyIugrWWWNccHVQfcuaexumUs","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","FEVPwWbWPRdQaICMvPkGEXPCSlfzTRENWtBJZbU","1-1:1.8.0",2021-12-13T00:00:00,2022-06-27T00:00:00
"YKTXkyXoViTbcbbhBfiq+TxXjQKicNlDdeYBiXc","mRnbDZUVZHuJhSQrhqlILXnGuvxqwRZHXWUQhdh","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","IqktXAnOlCmYbeopjlqStveGsQOsSZNVvRntJYW","1-0:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"/mzURZAJlHaGXgcDRBgxYfogqDyWTFdaJBlwoVI","UxUNuYMHanTWASxhTJwcJHQUVoTDZBkoykh+cL+","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YeVBrTRGKQtaDZXXIRbVWAySgmqr+zQlLDUWOUS","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"F+TVAUXYHY/nUsUAoNpKKuSMVl/RXwYoTswaQWW","MKJFCuoQcRRucoj/Ule+aPlDqdnmUPubVPxiFpT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RRQdIGQXz+rMXRwvUJYLpwUTQEFqoSZGFXRLZXY","1-1:1.8.2",2022-09-15T00:00:00,2022-09-26T00:00:00
"xbTpXVjVxVWWcWxSRppQpCFYREZTMuZWTYwfSYW","BqABbMZsfUesOrat+UvVtRSZabVTYVRYSWL+YUe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+iNQUlQsevuFMwmNaSYWOXnVcQpimIqkceGJYQT","1-0:1.8.1",2022-09-15T00:00:00,2022-09-27T00:00:00
"XJvNmZYYTxLogeOypRhSJeGUdmEpUEPpuxMUZXE","TTVlYAbAStImYAXjUZSPYFHphbeBehydCCGUPQw","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","apYRzXpYzXbYKPcJZTXPFkZFkWhouQWZAUIwXjC","1-1:1.8.0",2022-09-15T00:00:00,2022-10-19T00:00:00
"XIhYecnIBRRSSIBgbdDP/zfVn/THsdmbUjrDDJS","TamQtYjiPiNDReQbxAWnGLUIiPRAnVbyeUCTPkx","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GzSwXkwWNcnByuYISYrDtSRqqeMSqzuSeu/YtN+","1-1:1.8.0",2022-09-15T00:00:00,2022-10-18T00:00:00
"tsVRuqWVGxjMWTlVMwrfXTiI/RFfLnnoSkpTHNM","QGauOZuePlxXuYS++pnrVQWoYYyJCeuuI+TQOrF","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","xCHl/OPgZJrbQTP+/RguMOZrZYsNheGsVWApVXT","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"VRYTLLYAsUkUACQhpXUwZWJMFlnLTGCMbQJTEIQ","dTkiOktwaYvMicEjJKx/RsVUGjRRXTKGVBrHbhg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UJLlYpbdlwsWlzyfYxsLjDmZbHHOhfQSYRrZAUD","1-1:1.8.1",2022-09-15T00:00:00,2022-09-27T00:00:00
"PmEMCRNAYmrunZGEBonGoWVfFOFkRVZkOOfxXxY","dTkiOktwaYvMicEjJKx/RsVUGjRRXTKGVBrHbhg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ounuIRfoTRmnpTMVlzTJBWSUjfXkquuHfAZcZIA","1-1:1.8.2",2022-09-15T00:00:00,2022-09-27T00:00:00
"gwQVaxvrgdduZh+kqcPsLeOoWrYnxDyjz+bNZxq","joQSqGiYElpOgnwUPlXQFwTsSQyYcVSRTZVgxNY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SdXeerIpGhSTsc+XZlbO+vzVFKDUpSYlfasRsyW","1-1:1.8.2",2022-09-15T00:00:00,2022-09-27T00:00:00
"qEXqMKqTXbGXUsDSrZBpseSQXESCXeJAtuNiJSO","UklTQRJEWQQhEqhMLzZNcvdvXXkXOuRA/JUUXhL","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","VlGpVTRRlxJRuwXWAtSkrqKtWeQhrxUyxouw/Kj","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"NGYTVEQBZZdxfFtZXWfAjiwCllvrVTSIrLiwAXm","aROv+ZIH/QITJIKe/PTynNzZWgVb/WydcjRDahc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WZzLWYiXriYWxBsbUTYZsNiGssmfwvLSyYZTQwX","1-1:1.8.2",2022-09-15T00:00:00,2022-10-14T00:00:00
"Il/C+SXXHUjXQRJmbZslDSPBVvqCAeBcRzSYvmi","rSqxPfSqvMRmKRDTdVlfixvTsvdfUjTGKIFbsaf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XrLcZZRQRUBFdZLBRTdCwvnDXGaqWYvTTOMmXVQ","1-0:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"LXreZljEbEgpcsLTlGRUtWVVyzYDrZFZhQtXSqg","mWWcm/XdoKbHTTZCIjVw+lfjBXUnGfzMR+rhUdW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","G+KFyJZtL+OZTzVpFeGUfTYNYcSZGZNW+LWcVtO","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"UapYLfTkmWsQqnwwYBOQbZAYSTcmbPhCRVQWvVh","fvSzbyVfPB/kT/PGIWYMMIpVLJJXIoGc/XqtTXM","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","MoVSzvlSzZdpmKSVfcqhhNOpSSzaoB/QGunDCTO","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"qEQS/WvuJuGRJsvgV+Ni+XeQV+XYDnFjDqCvQhV","aZOGysUoQQZZzpugWkuxhGUbdpWWhTZWQVUkbkF","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UZUiYjALRzjXE/VmsTWmrYPGsGPSijYtY+NyZpS","1-1:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"qgUCHzDRkwMMb/bUpLUbIaTVcjrV/ADRzRaIrV+","qLhHFwufYMMvegACxtiULOUhIsSmmjMxDRZcBxW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","EIShxiNwRxTZiSPHTnIvHUZEamhGRQUdQRoRCQQ","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"YlWEZQJdHQVXoFDwojZIGTSpzQBqTZjuTVslERu","HfCthkqUTMDTBxTuOTCnhbXXRLKSpxKySQohVPW","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","FTZTyl+bcAGUs+zTXVfNY+SZ+FlTSkgcMTXRTtK","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"uYzCTUrcWnV+LFuDwaUhmCtCaaWgXADE+hIRP+U","CJtkDSoqEYcPXxCQOvmDVxwxDVPYQdIQGWdRMba","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mZ+tDpoyGwaeZOpmGNHaICZMjKYVCwXRhcyRHfC","1-0:1.8.1",2022-09-15T00:00:00,2022-09-27T00:00:00
"aRuhXHQfruUKMEpXhUgUaVfwTzyhmAzDWUejYT/","CJtkDSoqEYcPXxCQOvmDVxwxDVPYQdIQGWdRMba","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","eKQCJqTQWFpPEVMRqebkryhZjVimQCklQeZJuSV","1-0:1.8.2",2022-09-15T00:00:00,2022-09-27T00:00:00
"iAOQUiFdCHVhQgDWjINAA/UENzeDIWgAMrUVcdP","nFoYzVPoXGYKESLcAEspkWYZX+KnwGZOb+VVllO","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","nNarqVLAFZpGCEWKTPbeOG+zNWSSYssVTCpySjn","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"UudtZSZQkPaSZaTITpET+uLeZUlbs/XHZNmdqTX","maVx+kVCvPlMRlqopY+YBXxOWkRzreCuoLolPWl","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FIfwCPhWrnFJtZHxJuRSmUwmNpPsx+jXYiHLzUj","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"RtsxYTxwjxQfUvdktadbkKeDcyPKZfVZyNIaXBZ","rPSDiZYzuaLTdQRQZYZXYLkwDMFGduQwbGrsgxr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","JWsYVTkXvSEattyqGiGgkmyDUE+qzzbbYvUPHBa","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"IEMdISq/iTHouNJzTWRLhIsVGYrVrsGTQLIhIeS","hIxppZUXzSUlsFueANQWYTfNH+KXJA+KggSIDXe","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XbDQDKJTpsRPJYhTBpVURjAXZHQgnLVVViXVnKI","1-0:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"dXWTJ/CzmUPtJaXXOQVYhMhMIlQWOU/YAQnVrfR","VcngmxYSlQUvmnnGVj+bNSfeQgdIlrYRmDGXMbY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RktTGJXlJzJSjrHWOOJZsPNYRYlASFbfqsYgCWj","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"aaLTMTfqqXAmVVtSyvlVcSNLUJSGs/AhXqFlWKc","ChSoRNbNTJdQYUjyAKVQBHiDrUlXZknBmqXSoZK","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UE+NtKulgWFiwS/ZCFnVjylJRJbQ/MVUafsCVAV","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"fnhXNeX+hvIVMkSQAJWdav+uPMTNJBZDjTfrDs+","TZLKsUSGBVuUtnTDUXBxdiaO/zXVdSaU+swqybr","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yQutGiYLEiPMQsOAHcZfdUSpRVpWmsGaSxFRpYE","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"RQSNeUwJomCVQTscZzIFwSrHDdsaKWFHfhYDKHT","txBfPeXQR/ylp/CqUDAifpMWCUsUKxuToRKYRZG","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GXzEcjSdYiqPcqpngsgVHazppyknSpuyZdsEIQy","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"RWUXjeS/sacEYkguaVKagQHjMZdJvdRjKboJTIM","CFYYODXZVPheLtYcYkOEmnLjQjSWvrrmUYrTybQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","W/LSkJRWgqQSckAgXbzTxNnzWuhvn+OWqRpakmx","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"OVUBLpicSQIIxlbvFtWmXSdZUfGUQicZzqGNmFj","bRTt/ieLvgUMGQhYizLuUrrOmREkPLWsxBQquOT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XmGnvRTllZZtpSjaaZVjczUORTI/CUoSsZZK/iG","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"VCHNjDZQMYrmdQbQpbllQxqvgfk//UXpVALOxUU","PS+KvZCnvYIUBTBXUeiHsjWBvQWQpqWlkgVusQJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","kZUVWVvYqfXWSmIWhjM+pUDYGgXPlRMgHFxLSLU","1-1:1.8.0",2022-09-15T00:00:00,2022-10-06T00:00:00
"SsYbVH/RqOHdXlLJt/OQtgFIzHEeSGlJDaABKbj","gqYUSgwRYIaQAuEZRqONdGYCGHTWAQIfBl/Hffz","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","RV/GTYyTPKtFRoaTCkPZTvPtZaVdvUizaoSsLHs","1-0:1.8.1",2022-09-15T00:00:00,2022-12-20T00:00:00
"PhyZRVKYSSgaWYFjRVRLhQFkAaKSgVTSpVfciff","gqYUSgwRYIaQAuEZRqONdGYCGHTWAQIfBl/Hffz","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wWYLADD/cSLdUNjVzYHtUbbYQoqWwscajqIXlSY","1-0:1.8.2",2022-09-15T00:00:00,2022-12-20T00:00:00
"XSV/SbFcfiaThxPEWcyifeQdFzbSbFVfPWesEUw","GVrRRSasuJUSUmFiTnwSzWhSkon/YKEHFUVA+Vz","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","UvTQHsLYmBbWVlmYRGYERHLPQvZDQyddkhBGupx","1-0:1.8.0",2022-09-15T00:00:00,2022-09-28T00:00:00
"IgNBWrWoIQUvURYTqVFHYSHZTHhiybtvdVyZZqT","FSOLfBPDLcvuST+cQEqSHrZtpUenaVKRPstrvGH","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZSuoihYzVFOEMcMBQTXjQpaQaUQJZ+suQoZBFHN","1-1:1.8.1",2022-09-15T00:00:00,2022-09-27T00:00:00
"SeWIqApE/GYxMTXYBRufdfFZgWGEKNul/ZibRrs","cPQnhJH/poZzENtHCfTHlXKxyHYCwYMPehwSWQD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YXeAWkFySYjlRfzSinHFsaZYQQQRMdclidNQCzW","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"OB+fWDgHdoxgAjsGArtYREaMVqnWeMSSUTrZZow","bjJVKXCRYcZNXPWtlfpzjYEZNVVUUSFxXRNkQeV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","yzqcIblPaNARf+QVmTKMFiSEDSNwtVuQJJ/UTSd","1-1:1.8.1",2022-09-15T00:00:00,2022-10-18T00:00:00
"zWfPgI/YaYwZYMTRdXWladoqZNCTQUxntxxTBZW","XRDxDklUSpOtoloAqIs/FlZW/xHqUwbSTKWrWOk","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DX/PSosRwObQX/xIuTQLwyaTCKzjqdWGWsjXvSG","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"ITVBNzmnpAFremOZRZKjVRRCkXTdRWnfwVWXRUD","ebWqtbrMXuyrDtCHPrK+WcZqkEvZTgHKVjQwvTS","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","Cv+qCWSuiJLpDdQcrntReLImdQESSazwSXIfbXA","1-1:1.8.0",2022-09-15T00:00:00,2022-10-31T00:00:00
"LiNskeISSSpxfTtCYwZcAYCYKjmSifQckQlRRSv","FrmiQL/AkZnhAyYp+v+dYYuEgXaaPjGUVmTPohT","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","dGjdxhuBOAVWxc/AgqlHHGfUdiikwDwiVBhBskY","1-0:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"RTcIQxCNSSQFvbhLVkPAWzxWFVHRBeUFShYetRG","iwGBNlBaNKzn+/KaTFFiXVvKIhDsLOFSY+RRHUW","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","QiWUfGWnJXXGnwdQRCjfkHt+xuFFWCGfJMmNQRb","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"GpROsYjdvrpVASTADuXWvZcbvZYFeG/hRUhbx+V","zzQNq/osHernksT+qptRmzOmMWbLPmcXoaTf+mu","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WeQiTtYTUZQ/XTIUYtbwWlKSznEZJJHTfeDDXgc","1-1:1.8.1",2022-09-15T00:00:00,2022-10-14T00:00:00
"gXHULnyuYcQKIiBfuOnRKZVCoNHHCaBpcVieteI","WBXUzCyISMsqXhQdYaVKYkdXLnwobqHWoaRsTjT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZGVBeACHUwOVFEVNEYrFcKqaNrZZMQxYlBVHVWP","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"sopBnBOXQICSvAvrDXZUe+RQNFI/+eZOQZutGWH","uWSohoVUoTSWuvxVo/TCRZ+PDWWMjlbeyv/Nmos","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","vRtSTHQkHIWDNcmIEvBDjBbwoQwikkUaLZYyUzO","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"tDnhBTvQdXxeZsRZTTkzUhkzrTZMXjWMAFsZEkw","yicLONFSKO+/+bSfrjKweTUxvclVZMrZMWSWTUe","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qLZFXSNGTcTSawfXQiEQpyrHXWQALEbvWLbiRtf","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"QJLHWRTTQiHiRTRgaX+jRQ+pTZbmKfSZbXQlHVQ","iQnLZcymYmeTPy/QPdcinXUdZhYerfS+nJTJpaB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","mnIV/QkmjhkAYYaMqCawjvJTptnmpHVbloRsaVH","1-0:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"enaFrQXqLUYTcIbWpRnZzwEJXVMMfLggMFHASST","TYQYFYxEJsHZzVqZASVQnRVMdTHOE+ufNUaOTxL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","teSegxSevDebrTaAcWVqI/mJZ/SSXD/bFoCrTjv","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"VIsAStMUdVTRtBsZZzbfeNs/HjvYfeRwJxyIHsH","Td+ugrEwZ+ypVWLaQYWUoLD/IVfisDGXnTpyRTV","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GQUQpOy+yjhrEJwTnfHtsRmSLDivNwdKLYuaYGk","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"sAWDUopzSvmAHuTVlzTtVfYJOxz+oQufYNNBavY","HTZhPTkQddHWODdmCdDEal/ZffBZvXtWukYMYkZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","doXRNtOMQYnWwSScnfUHIURqDlRERVRvLXKTZie","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"QaUQZJ+teQyNWYTUTRbUahpwYivkKIQRLCrejcc","SbQMHbeSBObxCxLVHUVXYnssLbFqjRETivNemaQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YqCpYpVpknUbhLO/+aGX+ECZZhJExjIdvWCVkvt","1-1:1.8.0",2022-09-15T00:00:00,2022-09-26T00:00:00
"mvhBBwmwS/uYwM/kuXlwadZtTbXUpdZORlYQcfn","hS++aQaTfMVXHsaPZWwHFUCHRBknjdVYTRIVMi+","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","qfFNRqUEsttpMJTZvSQAQsRCYqBRIsCnUOTDfWT","1-1:1.8.1",2022-09-15T00:00:00,2022-10-17T00:00:00
"AtuCTVCTWxUXVhZvu+RfYihfBqTSGVrLzjFqc+F","fjUzFlOJCYiAaHRYXSqwBbdWkquYUqUCzXYaOtM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ircIopIYQhdToqRYADdhFQDjhyBXw+BRKVpiUBF","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"gpf+l+oTTWRPWTIYQrcMarzcdgMpYggeCSZmTTb","TfezxbZohEETptxrRUVWzwcsEvystVTkXYetTWH","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GaSCbra+FaQZ/RQEBhGDZdCpkrTLfRXLRhRajHr","1-1:1.8.0",2022-09-15T00:00:00,2022-10-21T00:00:00
"UpbIUnxwgQHkZxZEjuudS+mdftNxzzPSqkdSrfi","cyLNmSLxDVKlMRcUkhzJUGUSbnZVNQS/TPTFZmZ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ncEiPiBAFLiqWi/KczZLjfMKZkRaTMaJJbVHWOI","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"WhTWiQzEnfRApfiZEQFxpuPXJZ/LgeaRgXLFQRk","UqjQIlWZSWzFX/VBIRIKvtSrOTsR+EZxZZojFQC","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","oWESmxhBYZSxXGVLEMOixMEwUWSBgCt/S/ZWGyr","1-1:1.8.1",2022-09-15T00:00:00,2022-09-27T00:00:00
"yYqxmYZekHATFbSXTURXpSEWROQ+AbCJhWaaQVk","skYpoPNTnQXijEppPavxHZcSghdDWDYgSIUMyVo","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YOQmWvMJuUyQuRTbsQWVNUULaeGgQYjQZVgixWw","1-1:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"RoIZnYrMtpxZGUO+XlliXvoiIumJdYoYVWYiMqa","n/RpbQTRYvgI+pUXnLxOXDQ/nktXfgkbfYbIQyW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","tqUoSRSfb/wCpXfeOzpYuXOEqLRZQVZFWJxSNJF","1-0:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"DYXCoRrQ+RwmQVtCdvkFKbWPHWzTtXoHuSIbYRz","iTtQRfGtXsxogefBxLkZnWJJZw/WANXTSSHNHQh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","gUWsjsITbvBaqloQ+JUYZTxDpdRndqKLiQqXsvw","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"GjmzSgXnStSbEhVbBrICRZjzRfVIcAJMnvBodXL","YkVgH+HsuBUoFCLSvUWrfHTTVutRZKvZjDkUZPB","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","tUWgiSPXXtZtZOWHlTFFvRNxWIxbZanJuRDz+Ky","1-1:1.8.0",2022-09-15T00:00:00,2023-04-20T00:00:00
"gBbPLXcUF/jDscHWXUAGjoZUCeVSYuEQw/UAiaf","cWjimuiunZLtxNksyllIpItyyPxojjPmP+XZHyV","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GIzXrdUJVCNaFAzEFUrkcyFlXp+QyXRWXvAImjj","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"ZNRdfTKUFbNbiArfWQOWhhfiiwSXV/FZxdQLOUP","VFYtOHXUcOxUuTjBQAwwSQbSLNyUIQtaIXeIYyI","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","jdZUYYvSac/CxtMFjvPRyhqCtTWlnibWX+lXpQE","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"RXWgRbYoFlgSMJAvIwRjVUQBi+yUeIrYvAJhUQY","XusimzYphTQsUVt+Ledx/TdsAJgNB/Mpen/TcJ/","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mS+tzHWEXLsgpRHUa/nPKwVOXXYLjBsEUVcCEnV","1-1:1.8.0",2022-09-15T00:00:00,2022-10-14T00:00:00
"CZZXTsnjPtFoUUHSHerKKUipETNZkhPtQBMlcZk","VYmGXNcykw+lbhlWwtBBWkhJaXURHDbtuSR+GTN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","y+XcpXW+JCiVWRYYRXLSTYXSThslQNbyWwWTUrD","1-1:1.8.0",2022-09-15T00:00:00,2022-09-29T00:00:00
"pWYMGjAlW/AAVmfefwtzQWWLBOCbcuDtVJRFWdS","rvJyLKgAUUR+EyQZ+L+hLGYRyVqrViZVUJoFGXk","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","TTVRyhUkYdaVZtK/wVHfQVneiWZLKiEWpdvawcx","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
"vEMdatldzpeYCqeZTVlSYHmWmTZXJsmkTDXwS+K","GzQLlJ+egRlWpvzISZDKWYsvyavymArQcnRVRFn","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DNwmoVqHUoH+JRWlHuglGNqEDoopkpYLeDnUMfu","1-0:1.8.0",2022-09-15T00:00:00,2022-10-17T00:00:00
"LhkmrQkQ/NbTUmyOumsdRULVpVPbzxsjQabUtLG","UVdZuVsNKZYaFjdEYLREwSOvqWvFjwZ/WhEYs+Q","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","PaYVZKgwYrcMXQEubXbhnWIjTdAicYzXXbFYOoZ","1-1:1.8.0",2022-09-15T00:00:00,2022-10-24T00:00:00
"VQXQd/sSAXkpYQxxyPkvGPCeiZyQZuTaWKXYTtO","TuOQIQnU+/KRBLX/qOtTYifuov/eZBxR/iUbkm/","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","OXTSikJzSgEJCfOeZTrSDKcJy/+xISlSRK/Hz/Z","1-0:1.8.1",2022-09-15T00:00:00,2022-12-06T00:00:00
"zPalbmbOFkvROWZaRuQh+ZMMVQmMxfmmNGnIhrX","TuOQIQnU+/KRBLX/qOtTYifuov/eZBxR/iUbkm/","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","aSZvLlmMFdAXiDNWUPltOhhmuBazFXBEXFqgbVw","1-0:1.8.2",2022-09-15T00:00:00,2022-12-06T00:00:00
"RtYV/ZCQZIfXpTjATUKeDHLml/VFvBTbR+SwVaE","SBQZPkqmVEpzkwsOPQZktpWXWLfdkAqbFrunLvc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","FpVWfuXZflSGYa/chvqAJWpuNfGTjRrJhTVZgTY","1-1:1.8.0",2022-09-15T00:00:00,2022-09-27T00:00:00
