Meter Reading (MR) Doc. No.,EQUNR,Geplante Ableseart,MR type,MR TYPE TEXT,MR category,ISTABLART_TXT,LOGIKZW,KENNZIFF,Record created on,Object changed on
"sjoLTZAqgUcFoMaCEZXURFlJR/TknTfjCmaQvS+","UEVz/bJYITIhd/LrrxnbaS/XBHUlQQKQjUy+/nX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","Zc+SaLIEYkxXWuAcfPnute/uHNIuyZBOzBrYGJl","1-0:1.8.2",2022-09-09T00:00:00,2022-09-22T00:00:00
"DRURXoxDYQHx+utmrYUnBZUcTDCxmYBEYLSIMQX","TltTVgXVQUhidLgLEealTWNHORcCacEJkqjFiee","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fEAMjWR+Egrhh/iyL/bCilMUlGLLWXweSiSpcow","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"xPQMwNBHwZVnUTAjOoRRZbuTRXpZaQel/pUUdsU","qXBDJNWMzlNtRyYTBAZdOUqPMScEWWeGMSWSQoC","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","'+FZVuDrBPkMHxZewduV+ZeiDdROfL/sYRDdZhNn","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"hXSHLqppQCRQo+RHbAJTt+WRoN/FRsFZmIJVPFR","S+MZfECjSwOySjbuGiTQSKQLIqxQWTYQrqTzTCT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","lnSpUZHXRjZNzTvLDwRvMnJuZkOXrJxFJ+ZzZhr","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"vqZAoVAuSLNhhKLfNWUQ++WPd/XTmzUoSWaXcSm","mNVOqjWRDcGATudYIPagvJJZAtwtAiIvR/Uomil","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","GHRqneOYIJAYiqhIUxFATTpE/SfgswTgzVSxYUG","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"kdmUGUXVcePtTbcwSoBAbUUXZtEYytJZXwTLpxO","vWlRW/GCZtQlxAzbRKwGWmBcNCIPBPRqjgBthjJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SverwAS/XfRSMKmTnWmyNYVtMIqEhONrkmkruLS","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"cFST/ZSJwxpaJwpYVM+RROGlVcoVMBQQvnc/RcZ","PmRDUSSAxDTuWOSJqtmrYmjVE+SkVHT/W/MyIau","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","wTzYvofmpXzxPZ+rFSsjuuLTss/tsaWnpQWziQa","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"GTexWYkWvIYXeVXWmSvQejINoxVVAYRBcJdKEaG","zPjpZyzmGdeGLgdW/DOb+mYhklasPNY+TcxHSsZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","vEjxTVckIZTCYnFUYQlDAeWtThZnwwiClmirgPk","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"BSzXU/VxSCUuvbSnNHpZpVVWvxrgpa+n/DlOugq","XzFaoTZDthSJchUzfTeRpiSpBpWlcfKZcYdXCat","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","SXVRKKUqZCewSmUpsEUQocTWOGGBUDwwbBXGITp","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"LSJyRAPuhgpajxciKaUeTUkTRWmLvyoWNMFZBfn","mMclVUkSIEyhoFkmeWxzhQMzsogSTZAJkDtK/Mb","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","PLWuAOZjdjqtpeOfJznRQcrEvQxyhVhTsfRzXzX","1-0:1.8.1",2022-09-09T00:00:00,2022-09-21T00:00:00
"ijrSS+AMWiKL/XiAQtytplRiOigFWwMQfYfWYcU","sVZYOcOsjUVAaeRJvLBvcDtOEWGEDZm/lkX+nQS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WERelMEdTBqVKYUkqjnoQNRNLQYCho/ZVcUCiQy","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"viShpWRUvNRfuGhOdjnBUwZzULdcOXcQBZFQHtU","UkgWCXbqCTYtbXQojrTYSXNFyDySEXmoYfmtSUS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","yHocAgdsZYDqUTDXSgXds/oHCNUgmuQxZEBdFkb","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"DbAjWpXxbiCJxuQiCGPDamEXpCzfGjHomjbgFSA","SgTsbZWL+nMzN/TFkIrZETbKlCopTVYZGEWJUWJ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","qvQxDvk/YgSBrphQlUhd/MAxHUkR+Z/vHYjGiVR","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"XUFPXNpaLRJXOKIPTufs/qbimRwPVKfXsXerLyD","hWrUbmWYi/zREdhexZSaKiOWqi+UyWvTZ+OFeBg","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YYEYkTWmATW+vaElqleeUqXAeRpPShwDgayaZqA","1-0:1.8.2",2022-09-09T00:00:00,2022-09-21T00:00:00
"bFHJaUXdU+lfkMwuBLxjTdtQNVBUYzNqUAfYC+r","EyW+SYRSSyhZRWXxRRMMSLUBYDZlEwZIiNGXCJm","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","uOQVAXKXjZfkuBc/WRpmTRjRMnIWVVUQukCFfMY","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"EVYwCXRJZRWAQvFRAp/jDNYhsIzMzo/zqpTzRiy","QTkmiTMiXPNJmgoOiefMXUKQZf/DljFtdXbgXgg","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","BPWFmFZsDvLEUnOpywcJTSbT/bBylWlHRYcFcCt","1-1:1.8.0",2022-09-09T00:00:00,2022-10-01T00:00:00
"WpUfZbmVXtYVwOchMEjZZSELDWYypXSXbWTSWvX","XRlCaQXiKQHmGnVQSQSY+uGdfYWWYBLTZHwDWTK","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","pnfGNiVC/OTdXpenZvopHYYWZUwoqMocAVFkAWE","1-0:1.8.1",2022-09-09T00:00:00,2022-09-19T00:00:00
"qhmaDsfTgx//W/OxTTfsGRDkoJ+YDzfICTMAknS","ajAALVHiFZEerWfYLMQT/UTexzQmQoQmBUNHKTS","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","mhXXoiPRvRCAGmMSpGtiRhXsEwVuuwFYmNFPvtR","1-0:1.8.1",2022-09-09T00:00:00,2022-09-21T00:00:00
"YkTmNAPMTpZTE+jZXfMScsUBxLFHYFSvZYUyZm+","PMjZFABaKOtSXuCVVajSGJWIiLFZQViXMUYFUMR","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","luUoVQOBKvzTwMLsjBCiqPszNbrxfCWsLtqeW+l","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"BXnKtjhYZQSYSjOTiIJXqQZZEZvTQcpcxVsygPH","DejCxUtUkyDDlBvXwfCzVmUVVZrRtcZsIcTObKX","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","'+rhdyUeWTSVkaqo/vgVRLYQaRuGNsrUPajFF+KC","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"SyXHspnGgwWPgTJWEejPTTNRDW/TXLAbXCRRZxz","znXKTuXIfLQRjhRbNgYqfbSWDZfITkm/wkVChYQ","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XZLHPVVCqQp+/lndOT+PRYmKBakwGvg+RkFXYJk","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"sYzXhtPUhebTWFfXKEHbYwhXYdcZQpqDY+XWTDL","GnqfpVUQUAUCBnRYPXKTXDOSbOMxgSI+JElZQjx","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ztXdtzZMTCqYrSajOiSdOYSSmQzSBKzw/dqzsCg","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"IVUSvJSdWSOfhizRnOYL+GdZplXXjXUW/s+JhlR","CoCWBzLcwxkzxBqY+EXvJhnKkUAVWbrXSzrJSfY","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","tvPvoMWtQGVJOYXLCvMjgZUcDJOCQzWUWYYvZnx","1-0:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"uuMRYcYfXbGrOXkTqVISuuydGWhxLWOZSjixucE","CGjyYPWQU+eyQoZIsSXEadrSaMqU/imTAHThNMc","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","iFvabzWCMALS+eVBZtsYKBrJsWPBuSYk/dYIiWt","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"TbRInBIdWtHn/VYTlJMabasJkJWduIQoYD/Zz/Q","hUyOSblg/L/DKNTmWquDtO/a+FXRRIepjqASkXo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","YYzHXy/WbJcYkBlSJEfNWihtvAWoPMrXyToyYaM","1-1:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"/TKeiKyWspgcUYgNUhvjuaZpmViIWTazhfZYnWW","NROAZDXOUQcBhGMJmOTNvJSZKlVTXVipvAIduCu","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","YRzaISClERcfOOfABIRrSYXRXPHRVsjTaXshkdJ","1-0:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"DfsERlUoVexNUOyVTjoBVOLbSuZumxnNvVAIIkK","exMyWCOXzRqYFYXj/JgOYLEkXW+XBmVjY+XGXcu","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ZXnIatWRXbJSvQHxJhZ+SEIaReZyQRJe+SvvlRD","1-0:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"cXJpV+mQgWZExykTyhBGiIYCQYYRVUhlhxHifGR","JWljcbeRMRTtRscXxYWBBDCQVXCyeCBpXaRZVVE","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","UtBvuVzYSEkZzbpbX/rvDnQYzTUTVCFxzMos+Rj","1-0:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"YUzhYaWZETHGdQjakZSRwtWYQ/UUut/ZVIToRRf","RhQcYqPVhyLZoUmTaYNeOtKY/GdnEJEPVVWWhqt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","gshmRIXXXWvzQCFBOz+KBiMzhFXMUWaplwSaRiC","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"dtVyMvVZnKGJXUYSjxALFylHWuimOeoTOSYNsRr","CPSNSdjsLDDMyWaqYiQFYNYDlSRKcSeSydqDoU/","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","hQwOYBrYqVcrYLFReEGcGWOwVdHQWhSlWKBK/Rc","1-1:1.8.1",2022-09-09T00:00:00,2022-09-21T00:00:00
"tfWodApRKwRPBxxuDEQDqfGB+G+RYkwiMrWduIm","pJ+URZTJUUEdoYQTBoTUW/qntRZyKX+aRTTK+I+","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","NBueLqYeqj+LXCgySVpQCvdQQRwTITgffHUEniT","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"AtNZJsZfIyRilZPQosxxQxSvOCMZuUJoXAHXyWo","EDSXVETpTmYshioaJTYtTDwaDRtHEcpArptC/+G","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","fmBSJmCOWxr/gOlEyI/fNAeOnEvlAuWpY+WgVbU","1-1:1.8.2",2022-09-09T00:00:00,2022-09-21T00:00:00
"Ov/SnEKrjVFmoHsvYVmDOxbAeEQgTFTzU/+yPVY","gSVyIOXXQSyMVBlA/HsFcuRNlMnNVbRUOFvRXhN","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ixQLZSZZeAGZ+BLaUrzUTQdcoKHYRvEOzJnxRBs","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"SrufZKBneyrkVXVaSeSrcKExVbFPLtLLWqFkZqQ","oxrX/XxPYIUYKoyTSMTVSRLX/VUvylXtnCMEqnf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","XFePuOjToKB/ofQuQTSXFHpbUOQPWNRVYhcYOcX","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"NzfqFcTpHGAyiV/OUuHTuWWpIP+cgZTmR+WYzjf","VITesMiXjoTCVXBJVaSrjVdTfrrZzUiObTfzXGj","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XeSjSCbQRusTeQbUxe/iZCFFRrKCAWVwCGCrYpW","1-1:1.8.2",2022-09-09T00:00:00,2022-09-15T00:00:00
"dsxFMMRFUnUC/gQtThBXpsRrYeEMTUZTB+IORto","kRVofQRWJXyIyCfXKDGdXRNUXYaIuJ/UzeTAaFM","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","WvHKiAKZq/tGcTKXVBBNpQKQiRClFGYVEsAdqRF","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"ByhRbOfjTcRXHsOFOY+GRZRRhScIATPLrNQqGfa","RGmLVrmcbYNwuEHUutBAqbmotYaLMUQQUsNzTuo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TdWmpQnUeWUXvviqXnYJpYTqDGsNSVRGQXqgbWU","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"gZwhXVehSxGqgQlcwqOvVTzNThMzgTtemCXqcvo","PreoYoDVImsV/UAlzThCTpDrLuQSfnamYmLmTbW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","Rt+j/YMSaqUoNzenCFoUiEWdFuzQYnuhvPVZXWY","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"aAKfCjUcj+nRnXzVpZmlKOTocCDha+euz/GHVMo","lrELsiaSrnuQZWTW+TXUIYUidajZpSjlhruGzJy","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WmQNLzWfLpQqqTnzOQPbzkSjHqgogsmEbZXHaXb","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"lnUcyKOFiyBalGxijRvwReIJZvuJWDEUIUYtlhN","VEUfyWSRLThaPQpQcVzjjiZBAYwVSjLonsPcfNi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","LU/ToYoyazVYUTZsi/t/kt/srRTGKlVTbWNR/Af","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"ACdQumunYY/aCTRMZFbWMpbNAfzCDkSBTVNcYRz","QYcYCQMLzQDrUOnXxacTrd/Qxwt+aFRyUDXRkWt","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WrDBzpVpXSTUctoIMDUD/QshShJzWGgyFjUVYqk","1-1:1.8.0",2022-09-09T00:00:00,2022-10-04T00:00:00
"IGOUpwnuQ+IfwjLPEZVgVzNdYWlQbTD+hVyVizy","YZdlWuqRxVObdtB+lSXHxYQbkTRjVYWu/hwGuEQ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","WN+WUgrVZBwiRKEWTqUrPyhVUimYgJVKYIEGRDv","1-1:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"TUIwdn+ptOz/oySOfZkl/oRkVtMUSIeRJNKsb/o","uJmQzOyCRZtVmSFvqYDLmP/mLBUiZIQMjTRLPYo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QBAzDEsuMlvJArTmxSycWHJXffwzNeypRcyxXsC","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"jmRoQJIKheNrdUSWnBhHoQqkJAheRUTBFXVHyRn","vYACYabxoVxODORiAAvSxCHYjnWrTVTIrpAuGuY","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","zwcORHMWJFkQVTKuRbsVJNEvWhdfasWgXbUSvjB","1-0:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"kBywsxtvOXBNbtTVCqbwnUTXXAIQTElSqZZoRTn","SSVVzYVYEbfypGEQyVKHHRXKGqKRKy/mlD+w/DW","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","GEZHvFMoHxKfLZsZhP/TIWOBfCXTcARQHnQjmiZ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"EwPqkDfGHg/vwqgRjPRDyXzyEOCHtQ/AT/KHfHR","PrSEtM/hWlXU/FqLrNQEuciwQ+VqWTDeBuHMgXD","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","ECnySRyxiGiWSSjRMmYBIWWTWSIfGLh+Xfbcvqi","1-1:1.8.0",2022-09-09T00:00:00,2022-09-15T00:00:00
"kelYZ+dyoGNWSWezdmq+IXzEiDISoqTblCibarg","cxpVzJeNGbCKQSqUTaZZiLUCWAg+JQCIUDLehAF","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","VTNRQZjwomWVEYXEXWpcpElYHLORIVcXYudKViZ","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"IRQSGSZ+DZvBPEvNMNgZZEaCpQpdF+jFmTqMfTU","NEMbkYeFzJWQaVfbRdXjQhgmpPdVranSVZOWDXZ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","FTHPJFfYVGgfgzhdELVZjCGXxdHzabRfVDljoQN","1-1:1.8.0",2022-09-09T00:00:00,2022-09-28T00:00:00
"MmudYfafiJa+XOZQySPQPmDXbCZasdLRQvIok+S","dUqjJqbYP+weSNdSCAgkdj/YkSRlMhsTZhagDWR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","QVuSeygmmmthFKKFryqkfpXUBdfqsMLSiPQXTVL","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"cZegXZd/E+QBTbITWgOburXZSq/YRRmwZkuZyaQ","CvmSaniU+mXqBm/WMjABqPTlLwoTiLQvcwWZxqf","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","n+lxaJXKGRuYpYiqyvGZMXXkTQVGeoxqBaRXXge","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"UWgGwIVeyaYJmMl+SEMDJ/+WkUTdnHWX/HHtxsd","FgnSdYTTUZCzfasFbYvPSTNlUsyjhMboMrxyTOq","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YvlXALEmA/YZSOmdOvnKEqc/FinnYUVeGlSokPT","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"nkE/ZoVSZCxoVLqRFPWalfJYWTljPqJNdUKlssW","kndsPpTMVcrQLWXkLfaYSvQEhjefwXrZccQHklo","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","LQTnUqUqMr+qzGTjqZNUVnrVfnyWiVWwqZ+ODvy","1-1:1.8.0",2022-09-09T00:00:00,2022-09-29T00:00:00
"DYjnTnK/PhcrwJFKFtYYmxWV/lnyAySgsWCiZam","eZJyaADmEKVL+Uv/lR+OSTBa/KSxUSvAURbhBWW","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","CTpJYBUPvXRZdQjZuMefKUUcVVrQTu/SWfXQARw","1-1:1.8.0",2022-09-09T00:00:00,2022-09-22T00:00:00
"'+XKXopEtkEO/SZTTpmFyAxbFXUpXyeTZwNvwHVS","EAGxelTjiOrKfNZAXDLW++eIeibNY/ROdWtrYTM","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","PpSkTuDhlNZBLXscrDkeDzODuTnUQoe/SUUCgZi","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"yRzmCHyHYyEHeIHQJpYsTRaBylALYVEzpxRNWWV","qkRQQWqftSmCcHx+XCYfMPSyQntGsaPtfEZNAuR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RyVvRRgYSjG+QMYZHiYSawgarqJQLSaRLrWCQEp","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"bRBELjUXduE/ZGZRbcvEtUQUs/Q/TTPbGhIIqDn","UEZtlRqQGIsHNGwEaZQvcvSuqJASNWRZaiUmXIL","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","YQJfLKXQTPVAkpMLyxzLTZZYhaBPZXRWTJwfqJv","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"kKVQtNHerNtbqJaZqYOdxpTZMwZbZfgKlcANeRF","VCeGSyvuutAQGPUWtDMG/CopCSQHSXbsW+nxpUz","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","TeSvjZQi/XMlBSOBhWcybRVSDaVe+wHbGQWcaXC","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"BiCCZjjqUdltWyVKVCognVucZO+c+SH/JTLMrQt","IQA+vXMLjNUTrxSSlBltTSH/DTWkW+NQkNWGxcT","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nVVIQFVDNtTVFyWwZWOwDpMHjikiGgWNCWEVBLZ","1-0:1.8.0",2022-09-09T00:00:00,2022-09-16T00:00:00
"xMawVcnzKoGeEkXjjYO+sdYRINwXH/hmMZBeDDW","WFhSxvhpSDbZftRVlSRuE/VQwLQsoQLOEViHmrc","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","jzLOF/uBGiOrAYSUv+SWjhl/wAUsoNbQauDyWKa","1-0:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"RYuZVHaXUTqrVwVTVJ/RqSRqsWsSJkSMtXqBXeU","XlUvb+XrihJqH+JZLJWWIwHqCXEjuKsphLZOmTq","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","iAindUNSYl/cWmyraBiRVQcluwVANJZfhwuBhxV","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"wNfxQYwHdTPXuTaVXYypOgGjRMNdzIMgYc/jXpc","QECbQNZNEUUiZVwiaTWnqMiUpeMKYwvZSSkYYVi","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","ZhXJsUgqpK/UXjzJRGmSiUh/MoloZWjpjCtlfjS","1-0:1.8.1",2022-09-09T00:00:00,2022-09-23T00:00:00
"HAkpqoKczQLQQZuUDGGKcNTyvj+Tlchq+wsIhjb","/wVtWqzNOUmqDaxMJYbkZvIzbgrvzM+UlwVvGBz","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","AFVrVTxQUvCuQk+EWppRSWPT+KpWMtRniufivSb","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"NWOOBkyIyBajviUzECjTvAfQdQYRbWRtQRfOSIu","QDyRQXSsQTjchTfwDvsiHHWxVKHuSWTWWoQWQXm","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","RWrYlzDDtZzqvhTDjDY/b/dnpWnSRTUoqiDxlZs","1-0:1.8.0",2022-09-09T00:00:00,2022-10-17T00:00:00
"RzxywzBrpDgVQis/jtYxThavIPECQQpZVwOsPYa","LXjw+TWRuHkaxWsFKBQZZNEkJfUypTUNVUGGvZR","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","OVWATYVoNXIKXSfBTVfcVSuFhzMERVItzGYWPVF","1-0:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"XedmQWOwcSWhulYTHjhWPvAXTSGDaXHNiSsAWTj","Wl/jgxoRLtQzdWUspqUYQmPGrmU+dUsRSVirvxi","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","sYeClKWTMJxlaSJRVJuVdDtVSInbVEXaZg/dIRA","1-1:1.8.0",2022-09-09T00:00:00,2022-09-20T00:00:00
"UHQh+peCVcqWVR/RQYUzpzvJjpLpyQF/KliwnaQ","zPjCcCeQShQ/pij/YLJhUW/lucPlxKKDoGlSXIl","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","MBNvzaUIGAbUfZkWlkhQeYTRlSuwXSTXzYPvVuA","1-0:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"UZunyZaHtifSraWHIDjJkLSAXvJGkcUYppbBEWt","dWW+WZXjAImBwSePJngzRIR+YgRXQcEUR+gBWBB","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","XXPDVgHxUtzJSlRQbxWmPsWIWTvQkzHlxmXPvAY","1-0:1.8.0",2022-09-09T00:00:00,2022-09-26T00:00:00
"wekOSOkSrSoaBSsdszUoRUCQZQPheniEuWONyNn","TZahuYSusMHBkF/FwlaxzXZ/xZZhOUpSDzwa+Gh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","wWQRYMCwfFdMcGuQWPBz+wZuRcmcmSmRzrZoXBQ","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"WYggVYmWORKlYYkaCcDDQuI/wMWkQOYtVnXGW/A","LAqNIzDLtASG/oWmZXMSORHXAChsaqPUrtvuUbP","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","DRCSZyCRZVtXoZsyZFRqSZtSvjxIbyDShKlaUHb","1-1:1.8.0",2022-09-09T00:00:00,2022-09-28T00:00:00
"CClNDZSGiJkoKOOifjROhkurnHgubGwwvlULSYk","ggQKrfJYFgQW/icESjNzIGQ/YaLaYmMAVQGXWDh","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","kPzdRvAdJG+QhWocnG/kT+vVZjWywCSOI/wQuUF","1-1:1.8.0",2022-09-09T00:00:00,2022-09-21T00:00:00
"hkypqZVVEQAaMdlOrMYJEIiQYZaZWoKkvoPMcnr","EHDIHJhxgTQgWeCOlWRdsNeyZngpI/hQWVCwDwZ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","NXOpQXrXZCPUnXAROPBrTDQw/DssYxpvnQFdSGj","1-1:1.8.0",2022-09-09T00:00:00,2022-10-21T00:00:00
"YZOAGmnFuGjaSYTYZeo/AJwZdNCBRbPcYJCgYOL","urgRSfHCjeyZjMWTYTXKhmCFzqMoPKAkFHTxhYJ","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","nhLcepRtW/cVYGWQbRZUOXPhvUPTgZZNXRXiIhR","1-1:1.8.0",2022-09-09T00:00:00,2022-09-19T00:00:00
"KxkZmajWJRJCH+LOmMYvXEBopKtUYmSWdRwYUBx","X/fA/WXUTsTWyObhBOYieTyDWuQZZoaTpdRRRUL","01","02","Ablesung durch Kunden","02","Ablesung durch Kunden - SAP","CSrzX+UuiRUrxZdikfJPwgCkOsBbAjSmQaMgDoA","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
"MFkBfWZPWcM+bpKjIJTAyfiVgZroOswjQRrCkTQ","URLvZjtaAKfEsovXQTRUFWzmYjkKt+jKShGXvUQ","01","03","Maschinelle Schätzung","03","Maschinelle Schätzung - SAP","XfAnXSQeZUZZuhsPo+BZSURuPvayIiZUIOXXxpN","1-1:1.8.0",2022-09-09T00:00:00,2022-10-25T00:00:00
"UASMLhIYYrYzPCRXTKjpFUVVmFjbCCmvkrxRMWo","VfQmVMYSiFTOxYsJVaADGCUSGi+SJZYup/itTPU","01","01","Ablesung durch EVU","01","Ablesung durch EVU - SAP","QVbZKBQrilkCrkDnTQADEPhbRyoxaKWxUyWBRdj","1-1:1.8.0",2022-09-09T00:00:00,2022-09-23T00:00:00
