"Installation","Installation type","Record created on","Object changed on","SPARTE_TEXT","AKLASSE","AKLASSE_TEXT","TARIFTYP","TARIFTYP_TEXT","BRANCHE","BRANCHE_TEXT","ABLEINH","ME_MA_ID","HAUS"
"vZZn+hTQUCcLZnXWQuIMkngOTQXzbpSgeeQWBvo","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","V+J+trbWdPQamXLiVwYTLSFLuBGSaSRPUA+pSaJ","FLTHDzklfU+ZplVUeNxEbqShuhiDSMxSWxaXtyQ"
"ndQZkRBHWJSYRvgTKXRYGROgtFRTUGZKgRZhbmQ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","MyXzLUQnQWZ/WuJsUveQugHYRTCooEPTBRQRyyv","VpsptGLnuSRPlKKsTgXUPPRCRQcwOiaSZOJyYPi"
"QvOUSgfYnBdKpsjXYSyFbQqLVnizFedRESNUeSh","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1704","AvGmhnStOJZWABwfgsXbApqPMsVdnKaGbcoRTJj","VpvygRDbiVORJfYGDvbFesNRQjFhjMvvZTWAhgw"
"equxOTZfiSSI+l+xUIr+KDYQuSwFfZkvuQuwaj+","1114","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","wSRBLPNYwOCgdlxjSHxSW+nPmVZfSXJh/fjKBSg","/mTZEvLaZK+YGVzeA+RHdXKymxekHVNqR+irrAe"
"WZMXQVmSSVTOFLggXQesTm/IofAydHpUQwSIyYY","1082","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","ZobQkSvlPTkXjrtTwrYY+ZbE/bXdZ/odQZ+oZTx","ZFSEdakTpFHdAiXyzzMrvrVkvIKOfCEn/rS/sJu"
"RkFMcawzn/lhWNjdzQmSpVSPSRpYuhfVF/L/jTZ","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","LMKCRUlfqSLTUZaXRn+XSKWrWhijunpYW+/Vvyt","OYUGxFQmkVTpXlD++OnZqtJEUDYhpjZZBTTSiUa"
"ZyZKxKWUmpZoPXk+ZiylMhoUYnzSknOTVwHQWpZ","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","VSJYImXAzYlnsS/kjzP/DbWHTiAiXvQlQFnbzOV","UaJhhcXXVuEPbgQKgVY/uXdkehuKAVVTaArPYVZ"
"RDpEQRRhFZfuxfsGzYhUWfxYBSYoXW+GouGuHQk","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","XWRSRSCPVovrcZajWrjdgqtSjcVa+ZZJYPcAkiY","BJSwmXyjm+XlBshfp+HYYJNWaVndVLKzAbIjSrn"
"xQSI+XvPnBLKoPAtqzTUgGTEZWChcjysJWSgSlY","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","hLGZGfBYnZImFeLdeYqdqtjFvQqcfPUqnjwqEeh","elgUn+HjHXGIyRjYdBdMctmHjuWAYPFotlEzXpN"
"roBXfJMqPaFTmefuYsXUkTgDaXIkXVcmebxUeXf","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","tzROscoBRtYTURnXeUamQEhEwPkZoGVprSkvfIE","sBDWArkfOouPtCEyWOIcizApx/RYEjfJrBeY+Yb"
"XvRkPT/bS/OylwXnD+CWBKyHXYeZ/RISDQkTjBE","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","STttkTtU/cvVBiiPSYoTDfivZXlt+qSZnYruuCI","QyItZwTRMHaDGNRBAtntCDuzueBHztVZLXQBync"
"jhQUnm/hWpHYcwmxZUcNAPTPWbgFQVBTwTcqFgy","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","y+JRPSVIVjzniGbPqSsYRJGrYUSXJEnVQXXTLhP","ufCWWZhVWRluWfAkUtAifYhKHlYnwVQtuoCRW/g"
"zZSY/HHZXUHHUQZQDYZaITiaV+rwIVVUiPbYGYq","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","EBJChnTYjGXJSUpGOLqsHQ/PWmRe/ZhhRKAUfJQ","lSFHuvVwALUZBWSVYRvLRO+FqX+QrXtqa/ylEyo"
"WaNQzuFGxRoBxuOakdWtIWWQgDYCvseZBWEeVlf","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","tqAyjUcRKTT/mUnoMHYMuYnVBJWZZXLUe/URvxY","jVfimVrwMayEHFAACYkTWwVISGzDaBpZRyU+ZhF"
"HglZe/pkDvuORiWDZzNsHpVUxbwNVvXNOUbWDRt","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","YW+kyQqHtLxeoNRKldaAvvSulOwiV/iTQhqGFJU","XBmWx+UhrqQVGSgLiMmiacPufUWBlvbgtZXoVxS"
"p/AhI+aVexWpIkzkLEsXR/I/AYnWFDppFY/IPRO","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","LTqtHjRRtKaBWhcxTLKtRpVyZLpDQJU//eYDQqj","WStvTyQXpXEWSXLplUQUaAJUArpAQNmJHUxHvti"
"MQbTLTHzjnHVoBKXUSnSfgYRCuHnmXAVzfPvOVh","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1702","PlMH/ICxOCqAICjgUHcLFVyIuEiVaqLXdsNOXFc","QzbnjKTZvVjxOVMHrepRLmXreuBJunffhdUyhXh"
"rVytByaQIuNNnofARtNONfXxBVwXRQT/mlZfaSN","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","knKXjyHRTpZDeAzYPTfYs+hqSBykQiqjTiVdUXe","mWUnxZuYdKATVXHkP/LoyaTizTaSAYmNaXXwPAB"
"GwBRlYFqTEYXfy+aIzjgUXwXughQHNYVKWSWfdr","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1702","xiBaJ/b+DagTJOvlPwUJVDDXsy+KcZXYlzLsQav","nZQXfQnWXROBZBKSHbcQSWnHkKwTWjeXafMZMok"
"AqesIXYaWrZpDUFxzWWdmZRBFwgnhEhRdyKeNLL","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","VFVrtWhwymmoTz+FHd+qpPoDNjVao+WbPxJviFa","ooWZjRSQHUqkFCVprgOfUZonZQKWegWRdLjWYXt"
"zwECrabRejiOWCZXlhl+YceehnQDWZjzRXCYgkH","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","FFA 450","Baugewerbe","J09A4011","oGaxWhcJqWuhQWqFJXXZZfUJBIWnIRaZCYgCcEL","uBXnfPZebgFEPBIPEjHTjVogS+yYPELTCuMruRg"
"KNveaxZXCxRxfMzOXOdksKvDtXVHonVzft++HQX","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","zCXSFbnjtnnBMpqitWVzpQdloIUYOKnTrrprsAF","nXOpjmJtdYEGAbxQNvqhqlQ+gcXYR/VdOdTtett"
"jjIURddhSmbIuRSpWirQthYSzXkUSSvGvuBPOrZ","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","TaXFTurxhHfUuWKKOJVGVCJXWOInXXBaTnybqq+","DHxbUtYYY/uccptWiMbaEYaNTOiNtbcXXa+vMwy"
"atQvH+QwaVdldiqpxuqBhBpbXCnVVMpIKFdUpTt","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","yXTnSThUxlpHZFXePFUtgvhFfntfoGhTaLkkRTW","ScUoGjnaLURuItmpOQeYtYqXpmyupQYweCZXGTl"
"opvAqauSJasNBDoQFPXVdFUZxyHGcT/BCWoBsMY","GEWE","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1701","aYvKoZXiJgOSVUdxWWYgrVuZQxsgwmiQuIVUhVb","hg+YuBYOpnhbhjJSNhn+RkuWRqDrChYsIESOkTR"
"SughoYjTnMMWZUdpResVojiYNCBBhKESshXbZKX","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","YYX 999","vorläufig ungeklärte Zuordnung zum Kunde","J09A1701","uTKSCbHaZRVJHagiGXmUZHpARFXUeQQSWCGODit","nWlYvIxdSzQMgZSHyuAARTe+gRAYnXtgmWVLjYR"
"cWANQUPJAQJGgsSSSZQTQFzhwCPraWhEWW+pbSI","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6103","ftcPSEaZXciGQoDYZYxqDzoTnVjENXZpkaXKnTg","NmxejRqgaUpZZFgbvVATZORGFtsqVtNLySZRMVA"
"dmqnn+TmjGZjIwlHjLjIKXmUzqKZAYPuceCkyRc","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5402","jSwoQZwV+piSlZUrxsFSfgQJTHSeywUqaQEXmfw","vufQmNQaCGUZUzTnYeaUykzvrVkdStapWz+/WIX"
"ZUUWARxYYZHTWtMycwWFURRSwahgwtpxUdlZFVA","PRAX","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","NNA 862","Arztpraxen, sonst. Praxen, sonst.Tätigke","J09A6104","AflBhaKTEgpmUCdsmHGkJTElXRSHyWUCTtZyQyl","UNSYWMVTWQyVLtLSHUEjvNkXH/qMcwsTrUJUzIX"
"fZPXXfDYN/PodEIUqPhtQyrfhzhhyRZM+dNOTTP","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5402","kRUzyYtoXKxWozRCnEtRtVBxRyRUBbrbTADWsdT","WBatRVEECsWmUeoqHfgzvRyKs/VTlWTkURZSVUZ"
"XlRmTWSFKBCBkdzFIgLsSYhuONLqongDKoSWRWB","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6104","QulVYWAUNllrYKXavSLxYdbAKYRiIYPXueJRZKX","RSCUdOYQSdt+zPhSWYjCwXY+PdzIsZiKYLIrDT/"
"uqKEVnaenYtYJYbSiheT/fHJbqIqcWAQgQcIByR","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09A6105","PvikCXtVraCSfei+SxXzLMk+UsYZPZkmdZQeVjf","tF+lWeTMjvkEJRRVMOgLiKJJVmWHtuWUVhRQwMf"
"XWPNtQRxWlXfHWQPlTYHUWXEAmIDnBSuUcwXUjX","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","BjfzeneZuaKQNKfdzWeTYZWDVTCZGraFauCZJTh","hZwRzZQhAsKmaRFrYSPkgQoMWmWqBTLA+gFPwMy"
"omyKZNQSKiSoqZGZNfYLtQnRjgYXkeNFlaZSQih","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","BQZMEAakMyQprJIIyWEXPUPRzhSYRUElUiXKIDy","yRWRqfVhmAaLhsTUESRVbVQQEPAVljZfwxQXroT"
"F/OIgqDgokLV+erLDRuTVkQDq+CDIAKAnkQMdhi","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","LWbMtSZQQlUBXWrOqXSVTSESzbFexdKyXT/CWdQ","IKuTbVt+ZMjDtNVQQxRvXUswbTiRMxUFseJ/nWZ"
"/WSjgOtHLd/wDhtcvsQzhbYmTkZiUfYk/LjsWeM","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","qcY/JOjZKE+aQeWUlYQBjxGeKGVffPLLzvovsgh","mbNZQOZFbZdyLpCtEz/UblFTwHGlcjFEUxoDWoC"
"HUOJPUQCYqYZEFkeVSHdHvTCmbfFVSpUSmD/UkI","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","Jp/SqMcyvXSKyWIPJTUTXWXWjtWlDPakgCVOdyF","WXkeSGjESMkrXOVJUaYAQW/XQXgYvVPVqEnYLVF"
"UQuBcQgVUNPuLLXWYlLAmDVfvyrd/Y/LRYLZcPE","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","OOA 932","Friseurgewerbe und Kosmetiksalons","J09A6103","Rvg/RKWsOAaZSXhYwzIQJEklTVoQxGyEDuClSfH","ORSCFOxJDUntXoZlxQNjkNYXCvFZEaJtbAzhOYq"
"/MLsnsZKgbjpkuhftVDJxKQfqxkUziczjJgCkgK","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","clqUmqJnimPYSLKBUGaJCDA/PAvuCjJHOSfEWfO","vSXPRBpVWheNoi/frsAqSZsPirYeHwaiFpMlwcT"
"UEwkkqYQqVfmAcyZwkelWiWoRBUpQcXUTicfzrw","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","GVFUNUokAJjFUgymScRkJCDQoZZZYCDftapIlXU","KVNnASVx+McShnUjtueXouZFhioCEoMmnHLCXEI"
"TFCZWQdSyWDXHzkOBVKQrVAXCGpSSXluwiePXQY","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","DjVJWcQbTsvMdWCTQjhNRcTauCzaoQSYtdsuRUy","OEROcbPQywWwZKHUSiTectPkJRRRW/LFFVYbqZd"
"gVbjBYeIH/fylXQ+MY+ARFsYVOVHYOclrnveQwV","","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA","Private Haushalte","J09A4011","GY/LTfCJPBURPwPRKmrnzcY+OSpUdttlwtyABal","daSLSXpVVClEXEYXxtRQITStGzzsOiXhDDhiVEc"
"XgNHNQYQfNWqyYMFGKR+qeSBrvWZZxNqRiSIYBh","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","CTIXMwshlzmLiBUZZLrYZi/PnATxDDjGYgnDQoi","ZsXfGgbTbZeOZZffiVjPZVQBZVnOntKhWvOfTLd"
"HyYRaXJCo/UUrvubVdRzsSBRjZnwntHXtC+KOUP","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","DqAMKrSiHGzUPMRFgpxkhRQMoFcx/bUJWmQDaUK","EPZbmUTcO+LzVJ/WMXVfiUWrR/XeXUAUUTWvbpa"
"mokTZATDyokQQOksSxtYrZjHGHErXRyrZeGwBQn","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","SLJZPDPVnRIDToBRzXKRmDHrxJVazfuJZSb/gSV","TNcBHlqoXmWjOSfjC/HMn/VyVYpXHjSrvFQzVIl"
"y/ZBBiAXbNKgqp+ZJTOI+WwLRRQZRJTVeSVFatr","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","ixOrQNhkPFSTRcpnZHQQRUSZPYQvm/FXdBSSrQw","FBpVySmGNg+cYNWo+VyRVVHPTW/OsKuMf+gqRUY"
"sVQqYEpBVAShO/yMCTfWYOeVaOZEXJBSUAWhNq+","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","BWABtYMO/CSwFehiURAvgQSwXZLH+WVTJJM+XeW","Mdb+EiYZUSiZcVRlyNkRWWtUtITLFEZaPFU+BRD"
"SdATMpLJdXoOum/miiNMkuIPDXs/SXgQMkVSUkh","GEWE","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 539","Sonst. Einzelhandel, Reparatur von Gebra","J09A1701","TEaFVeuMAKIpMRbLaflUdfWSdIFihBSEGLWMwSZ","AJVdtUZTrUoxoc/nAUoxmHMDjGBrQlntOsipJvJ"
"jx/mSoFmLQQvjXtSvMSMAnSZKuWmHc+BOZxRbsl","1114","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","GGA 539","Sonst. Einzelhandel, Reparatur von Gebra","J09A1704","TsW/eNCIawTUUgVL+xqZQGUZATCSWXmAApfAPH+","SxRnWYoaps+LyHxWX+SQCsMyzgkMfbXPEeRNWhk"
"VlXWGSQRZPBIeSGobImIQTURCSACqubTLpzcYfR","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1701","WumtvoFJFUVMkehqjcOpPdHT/LQYZSVKbsbRPRb","LcHCrNeUUcPBWWTBrV/WdMPRcTOlDqXStpbqgCc"
"ZWbUBUYVarZekxGIMlcFBFUawjRqBfbVQZYeeIi","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A1703","gZfYnYCMxQykzUILbYLJItZQVwQYBLBxnmHrpyz","CLGFHmwSPRpYrzsmjYmRfuOufGFYTMX/ZdBmQZw"
"XTVhHWfzSjVSoTrqph/KUX+cGLQnXYzXqYdYtRi","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5017","rexsuANzXEkOyUXMjQUL/gWZWXRQCrUK+AYfYTf","UfOhQxZk/UaeoNrrDfeSsyUHVffUQGWirVXyZsw"
"aXIlQzYQFiMkZbJayUEmZpOLKbEAZTSHuWV+kIR","PRAX","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","NNA 862","Arztpraxen, sonst. Praxen, sonst.Tätigke","J09A6103","hVYTCYSX/AeiMsr+wjxrXGsBVIQOokD/DSSbyiX","JorcPRLdgdqYWmUTyRQUVjkijTUScojUZlS+UYZ"
"AFw+ukSSpGWftHRyhKVU+XUeJYRqVVWZWjXUUTb","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6103","lJCkoRRgTjNNPhULsJzAvSbZuxVkNUrQOWZSnVq","NmxejRqgaUpZZFgbvVATZORGFtsqVtNLySZRMVA"
"sX+yKrotqFayLwOqWNvJTZipNXNoYfgnLTjVObp","ALLG","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 953","Gemeinschaftseinrichtungen in Mehrfamili","J09A6104","RJFheQF/bVGHSib+JrOurCyuVUczn/SpihXWIsG","UNSYWMVTWQyVLtLSHUEjvNkXH/qMcwsTrUJUzIX"
"YsRTnt+iYWQqMiYSsngpCvftaXUTnVBi+iSVIAz","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5405","'+WWgGxgkjTnNRRreTUURXdWXXtTheqCiqfOiKUc","pyZNtyoSDQURQ/bkwZuckRhjLZysdBXN/LjpZRR"
"WrTlVNbJSVHa/GUsSQKRLy/lISWpsRYIH/jrLTm","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5406","SIXjZDeyPcSWqaYOLWtdLklTdxObBV/wqtWQRQt","mgQSuDTWgBojEf+SQmnhtkVYYWgcbaKSRVQScXA"
"LBMSpTtqdFttfOQowFMtQNpgEkjnWvayV+qVdsv","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6105","RRVmKXVutTGkbxtSyUjYTEObuBKHbdeQUbhmT/F","tF+lWeTMjvkEJRRVMOgLiKJJVmWHtuWUVhRQwMf"
"wvFUQiSTQltCnlbMYJWiBBjxtlRgEQnSAfNHdSb","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6101","FoQbxNEQZQTOHXZXoaYKOnAEXVKrSlzBntKYplG","DUaYNQBZSunIIHLJnYGjII++/KBGuNy+/nI/ICz"
"ObpTYuYSRNS+XnWZSScNaTKRzzp/YIuPTEiQnMk","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A5401","ZWkOaLRAvwPSXYuGFxfsQgFAPf/YTLBpWVdHLZy","JnpaDEsO/dmsWamLpUVMGWAGkXCeyZUKmLjpDMq"
"CUHwRRMZcq/UohQNqYMQyslGVuGEQYXYjdUDvya","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 952","Private Haushalte in Mehrfamilienhäusern","J09A5013","yOhVsEvpmYZSiWYJTJyQSYYsIcNUkQPiPuGRdss","ZotJVYS+YgXXSTDfPXTbK+uZGm/bVsnUmRfUuRV"
"RAbxzvorvffIZXPRXIiWXAx+YjiRQuoUrKTjYSk","HAUS","2020-01-24T00:00:00","","Strom","SLP","Standard-Lastprofil","ESJ-XN-LP","Strom SLP ohne Leistung (Lastprofil gew)","PPA 951","Private Haushalte in 1- u. 2-Familienhäu","J09A6102","LuD/WndYUSeenDXlTJTqJhU/fAEZnaCVAgsmXIH","gSWzOVJlhULoUjuHaNxVXWxXBMQQaWyzbEFquxj"
